"Study_Network_id","pollinator_count","total_pollinator_count","percentage","strategy","n_plants","pollinator_order"
"6_Marini_UNIPD03 E33_2020",19,30,63.3333333333333,"Phylogenetic",5,"Hymenoptera"
"6_Marini_UNIPD03 E35_2020",15,25,60,"Phylogenetic",5,"Hymenoptera"
"6_Marini_UNIPD03 E36_2020",21,32,65.625,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_10_Field_boundary_2015",0,19,0,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_12_Field_boundary_2015",0,30,0,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_14_Field_boundary_2015",0,34,0,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_19_Field_boundary_2015",12,20,60,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_1_Field_boundary_2015",0,18,0,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_1_Grassland_2015",4,20,20,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_25_Field_boundary_2015",2,20,10,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_4_Field_boundary_2015",0,17,0,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_5_Field_boundary_2015",1,16,6.25,"Phylogenetic",5,"Hymenoptera"
"7_Scheper_Chize_6_Field_boundary_2015",7,27,25.9259259259259,"Phylogenetic",5,"Hymenoptera"
"11_Clough_ASK_2021_2021",0,11,0,"Phylogenetic",3,"Hymenoptera"
"11_Clough_HAM_2021_2021",1,10,10,"Phylogenetic",3,"Hymenoptera"
"11_Clough_KOM_2021_2021",1,11,9.09090909090909,"Phylogenetic",3,"Hymenoptera"
"11_Clough_LOB_2021_2021",2,6,33.3333333333333,"Phylogenetic",3,"Hymenoptera"
"11_Clough_PET_2021_2021",0,18,0,"Phylogenetic",3,"Hymenoptera"
"11_Clough_TAG_2021_2021",0,12,0,"Phylogenetic",3,"Hymenoptera"
"12_Ockinger_Norrang_Ryckelsby_Og",0,6,0,"Phylogenetic",3,"Hymenoptera"
"12_Ockinger_Sattra_Og",0,4,0,"Phylogenetic",3,"Hymenoptera"
"12_Ockinger_St_Tadinge",2,13,15.3846153846154,"Phylogenetic",3,"Hymenoptera"
"12_Ockinger_Tjalinge_Skogstibble",1,12,8.33333333333333,"Phylogenetic",3,"Hymenoptera"
"20_Hoiss_H5_2010",1,17,5.88235294117647,"Phylogenetic",3,"Hymenoptera"
"20_Hoiss_H6_2010",0,5,0,"Phylogenetic",3,"Hymenoptera"
"20_Hoiss_H7_2010",0,4,0,"Phylogenetic",3,"Hymenoptera"
"20_Hoiss_HO1_2010",1,16,6.25,"Phylogenetic",3,"Hymenoptera"
"20_Hoiss_HO5_2010",0,11,0,"Phylogenetic",3,"Hymenoptera"
"20_Hoiss_T4_2010",1,20,5,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_h1_2012",2,11,18.1818181818182,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_h2_2011",2,11,18.1818181818182,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_h3_2011",1,10,10,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_h4_2010",0,10,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_h4_2011",0,10,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_h5_2011",0,11,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_h5_2012",0,11,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_h6_2011",1,10,10,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_h7_2011",1,10,10,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_ho2_2011",2,10,20,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_ho3_2011",1,12,8.33333333333333,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_ho3_2012",0,10,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_ho4_2010",0,10,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_ho4_2011",0,13,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_ho4_2012",0,12,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_ho5_2011",0,12,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wma3_2011",2,10,20,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wma3_2012",4,10,40,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wma4_2011",4,11,36.3636363636364,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wma5_2011",0,10,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb1_2012",4,11,36.3636363636364,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb2_2011",3,12,25,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb2_2012",0,11,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb3_2011",0,10,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb3_2012",0,10,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb4_2010",0,12,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb4_2011",2,13,15.3846153846154,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb4_2012",0,11,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb5_2010",0,11,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb5_2011",0,11,0,"Phylogenetic",3,"Hymenoptera"
"22_Kallnik_wmb5_2012",3,11,27.2727272727273,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_10_2013",1,14,7.14285714285714,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_11_2013",3,12,25,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_12_2013",2,11,18.1818181818182,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_13_2013",0,11,0,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_13_2014",3,9,33.3333333333333,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_14_2013",3,10,30,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_17_2013",2,15,13.3333333333333,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_19_2013",4,18,22.2222222222222,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_1_2013",1,12,8.33333333333333,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_20_2013",2,13,15.3846153846154,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_21_2013",0,14,0,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_2_2013",8,13,61.5384615384615,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_3_2013",7,19,36.8421052631579,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_5_2013",1,21,4.76190476190476,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_8_2013",1,15,6.66666666666667,"Phylogenetic",3,"Hymenoptera"
"28_Sutter_8_2014",2,17,11.7647058823529,"Phylogenetic",3,"Hymenoptera"
"29_Magrach_Gibraleon_2011",7,20,35,"Phylogenetic",3,"Hymenoptera"
"29_Magrach_Gravera_2011",3,22,13.6363636363636,"Phylogenetic",3,"Hymenoptera"
"29_Magrach_Niebla_2011",0,22,0,"Phylogenetic",3,"Hymenoptera"
"29_Magrach_Niebla_2012",2,24,8.33333333333333,"Phylogenetic",3,"Hymenoptera"
"29_Magrach_Villablanca_2011",2,16,12.5,"Phylogenetic",3,"Hymenoptera"
"2_Petanidou_Armolia_2015",0,46,0,"Phylogenetic",3,"Hymenoptera"
"2_Petanidou_Emborios_2015",0,58,0,"Phylogenetic",3,"Hymenoptera"
"2_Petanidou_Gridia_2015",4,54,7.40740740740741,"Phylogenetic",3,"Hymenoptera"
"2_Petanidou_Kato Fana_2015",5,40,12.5,"Phylogenetic",3,"Hymenoptera"
"2_Petanidou_Palios Katarraktis_2015",0,48,0,"Phylogenetic",3,"Hymenoptera"
"2_Petanidou_Vessa 2_2015",17,67,25.3731343283582,"Phylogenetic",3,"Hymenoptera"
"30_Smith_lsk48_2012",1,11,9.09090909090909,"Phylogenetic",3,"Hymenoptera"
"30_Smith_lsk57_2011",0,10,0,"Phylogenetic",3,"Hymenoptera"
"30_Smith_lsk73_2012",1,7,14.2857142857143,"Phylogenetic",3,"Hymenoptera"
"30_Smith_lsk74_2012",2,14,14.2857142857143,"Phylogenetic",3,"Hymenoptera"
"30_Smith_lsk77_2011",1,13,7.69230769230769,"Phylogenetic",3,"Hymenoptera"
"30_Smith_lsk77_2012",1,12,8.33333333333333,"Phylogenetic",3,"Hymenoptera"
"31_Roberts_Hunt_2013",0,11,0,"Phylogenetic",3,"Hymenoptera"
"31_Roberts_Jefferies_2013",1,9,11.1111111111111,"Phylogenetic",3,"Hymenoptera"
"31_Roberts_Livingstone_far_2012",0,9,0,"Phylogenetic",3,"Hymenoptera"
"31_Roberts_Livingstone_house_2012",0,10,0,"Phylogenetic",3,"Hymenoptera"
"31_Roberts_Mearns_2013",0,15,0,"Phylogenetic",3,"Hymenoptera"
"31_Roberts_White_left_2012",5,15,33.3333333333333,"Phylogenetic",3,"Hymenoptera"
"36_Larkin_Barracks.Lyan.Co.Clare_13.2017_GS1",2,5,40,"Phylogenetic",3,"Hymenoptera"
"36_Larkin_Glencolumbkille.South.Carron.Co.Clare_20.2017_GS1",4,8,50,"Phylogenetic",3,"Hymenoptera"
"37_White_An",2,11,18.1818181818182,"Phylogenetic",3,"Hymenoptera"
"37_White_Bl",4,7,57.1428571428571,"Phylogenetic",3,"Hymenoptera"
"37_White_Bn",3,12,25,"Phylogenetic",3,"Hymenoptera"
"37_White_CW",1,10,10,"Phylogenetic",3,"Hymenoptera"
"37_White_Ce",1,7,14.2857142857143,"Phylogenetic",3,"Hymenoptera"
"37_White_Cn",3,13,23.0769230769231,"Phylogenetic",3,"Hymenoptera"
"37_White_ED",2,8,25,"Phylogenetic",3,"Hymenoptera"
"37_White_Fs",7,8,87.5,"Phylogenetic",3,"Hymenoptera"
"37_White_JK",4,11,36.3636363636364,"Phylogenetic",3,"Hymenoptera"
"37_White_Kr",5,8,62.5,"Phylogenetic",3,"Hymenoptera"
"37_White_ND",6,8,75,"Phylogenetic",3,"Hymenoptera"
"37_White_NG",1,9,11.1111111111111,"Phylogenetic",3,"Hymenoptera"
"37_White_Pn",4,9,44.4444444444444,"Phylogenetic",3,"Hymenoptera"
"37_White_WD",0,10,0,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_A1",4,20,20,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_A2",3,29,10.3448275862069,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_A3",1,22,4.54545454545455,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_A4",3,21,14.2857142857143,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_R1",3,31,9.67741935483871,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_R2",2,37,5.40540540540541,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_R3",6,41,14.6341463414634,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_R4",10,30,33.3333333333333,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_U2",2,49,4.08163265306122,"Phylogenetic",3,"Hymenoptera"
"38_Maurer_U3",2,39,5.12820512820513,"Phylogenetic",3,"Hymenoptera"
"39_Schweiger_I1_ruderal_1_2021",4,16,25,"Phylogenetic",3,"Hymenoptera"
"39_Schweiger_I2_semi.natural.grass_5_2021",6,25,24,"Phylogenetic",3,"Hymenoptera"
"39_Schweiger_I2_woodland.scrub_1_2021",2,19,10.5263157894737,"Phylogenetic",3,"Hymenoptera"
"39_Schweiger_I4_woodland.scrub_3_2021",7,17,41.1764705882353,"Phylogenetic",3,"Hymenoptera"
"39_Schweiger_R1_semi.natural.grass_4_2021",7,20,35,"Phylogenetic",3,"Hymenoptera"
"39_Schweiger_R4_semi.natural.grass_2_2021",8,17,47.0588235294118,"Phylogenetic",3,"Hymenoptera"
"40_Knight_Ghe_ari_2017",4,41,9.75609756097561,"Phylogenetic",3,"Hymenoptera"
"41_Knight_1 wooded meadow_2018",3,14,21.4285714285714,"Phylogenetic",3,"Hymenoptera"
"41_Knight_2 alvar pasture_2018",1,7,14.2857142857143,"Phylogenetic",3,"Hymenoptera"
"41_Knight_3 alvar pasture_2018",4,13,30.7692307692308,"Phylogenetic",3,"Hymenoptera"
"41_Knight_4 wooded meadow_2018",10,10,100,"Phylogenetic",3,"Hymenoptera"
"41_Knight_5 wooded meadow_2018",4,14,28.5714285714286,"Phylogenetic",3,"Hymenoptera"
"41_Knight_6 alvar pasture_2018",1,11,9.09090909090909,"Phylogenetic",3,"Hymenoptera"
"42_Knight_M1Restored_2019",2,13,15.3846153846154,"Phylogenetic",3,"Hymenoptera"
"42_Knight_M2Natural_2019",1,7,14.2857142857143,"Phylogenetic",3,"Hymenoptera"
"42_Knight_M3Natural_2019",0,4,0,"Phylogenetic",3,"Hymenoptera"
"42_Knight_M4Restored_2019",0,5,0,"Phylogenetic",3,"Hymenoptera"
"42_Knight_M5Restored_2019",0,6,0,"Phylogenetic",3,"Hymenoptera"
"42_Knight_M6Natural_2019",1,14,7.14285714285714,"Phylogenetic",3,"Hymenoptera"
"42_Knight_M8Restored_2019",0,5,0,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M11_2018",4,25,16,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M12_2018",3,23,13.0434782608696,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M13_2018",0,4,0,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M15_2018",0,22,0,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M16_2018",0,18,0,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M17_2018",5,21,23.8095238095238,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M18_2018",4,23,17.3913043478261,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M1_2018",1,17,5.88235294117647,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M3_2018",6,40,15,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M4_2018",11,26,42.3076923076923,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M6_2018",0,22,0,"Phylogenetic",3,"Hymenoptera"
"44_Knight_M8_2018",2,20,10,"Phylogenetic",3,"Hymenoptera"
"45_Knight_Hermanovice_meadow_2018",0,11,0,"Phylogenetic",3,"Hymenoptera"
"45_Knight_HorniGrunt_meadow_2018",0,5,0,"Phylogenetic",3,"Hymenoptera"
"45_Knight_Mnichov_meadow_2018",8,11,72.7272727272727,"Phylogenetic",3,"Hymenoptera"
"46_Knight_Gora_Gipsowa_2018",0,11,0,"Phylogenetic",3,"Hymenoptera"
"47_Benadi_1",7,26,26.9230769230769,"Phylogenetic",3,"Hymenoptera"
"47_Benadi_2",2,22,9.09090909090909,"Phylogenetic",3,"Hymenoptera"
"47_Benadi_3",9,22,40.9090909090909,"Phylogenetic",3,"Hymenoptera"
"47_Benadi_4",4,13,30.7692307692308,"Phylogenetic",3,"Hymenoptera"
"47_Benadi_5",1,18,5.55555555555556,"Phylogenetic",3,"Hymenoptera"
"47_Benadi_6",0,16,0,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 A_2018",12,43,27.906976744186,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 An_2018",2,32,6.25,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 B_2018",4,34,11.7647058823529,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 Bn_2018",8,51,15.6862745098039,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 C_2018",3,30,10,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 Cn_2018",3,27,11.1111111111111,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 E_2018",0,32,0,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 En_2018",0,29,0,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 F_2018",3,14,21.4285714285714,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 Fn_2018",3,22,13.6363636363636,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 G_2018",14,32,43.75,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 Gn_2018",1,27,3.7037037037037,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 H_2018",6,34,17.6470588235294,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 Hn_2018",4,26,15.3846153846154,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 I_2018",4,33,12.1212121212121,"Phylogenetic",3,"Hymenoptera"
"4_Marini_UNIPD01 In_2018",5,58,8.62068965517241,"Phylogenetic",3,"Hymenoptera"
"50_Hervias-Parejo_Cala Tirant_2021",10,33,30.3030303030303,"Phylogenetic",3,"Hymenoptera"
"50_Hervias-Parejo_Llucalari_2021",8,28,28.5714285714286,"Phylogenetic",3,"Hymenoptera"
"50_Hervias-Parejo_Sa Bassa_2021",4,32,12.5,"Phylogenetic",3,"Hymenoptera"
"50_Hervias-Parejo_Salinas_2021",2,33,6.06060606060606,"Phylogenetic",3,"Hymenoptera"
"50_Hervias-Parejo_Torre Fornells_2021",4,34,11.7647058823529,"Phylogenetic",3,"Hymenoptera"
"50_Hervias-Parejo_coast Son Bou_2021",3,22,13.6363636363636,"Phylogenetic",3,"Hymenoptera"
"51_Petanidou_Pyrgos_2013",2,38,5.26315789473684,"Phylogenetic",3,"Hymenoptera"
"51_Petanidou_Sigri 3_2012",9,38,23.6842105263158,"Phylogenetic",3,"Hymenoptera"
"54_Lazaro_AloeVera_2018_2018",4,14,28.5714285714286,"Phylogenetic",3,"Hymenoptera"
"54_Lazaro_SonBaco_2018_2018",9,21,42.8571428571429,"Phylogenetic",3,"Hymenoptera"
"54_Lazaro_SonMutNou_2018_2018",7,19,36.8421052631579,"Phylogenetic",3,"Hymenoptera"
"54_Lazaro_UIB_2018_2018",4,31,12.9032258064516,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AA_2019",5,14,35.7142857142857,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AB_2019",1,3,33.3333333333333,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AC_2019",2,6,33.3333333333333,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AD_2019",3,6,50,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AE_2019",5,14,35.7142857142857,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AF_2019",2,10,20,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AG_2019",1,17,5.88235294117647,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AH_2019",0,14,0,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AI_2019",1,9,11.1111111111111,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AJ_2019",4,17,23.5294117647059,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AK_2019",2,9,22.2222222222222,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AL_2019",2,15,13.3333333333333,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AM_2019",3,16,18.75,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AN_2019",4,9,44.4444444444444,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AO_2019",3,9,33.3333333333333,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AP_2019",0,7,0,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AQ_2019",3,9,33.3333333333333,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AS_2019",8,14,57.1428571428571,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AT_2019",8,15,53.3333333333333,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 AV_2019",5,5,100,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 A_2019",0,25,0,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 B_2019",3,22,13.6363636363636,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 C_2019",3,20,15,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 D_2019",4,11,36.3636363636364,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 E_2019",6,19,31.5789473684211,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 G_2019",2,15,13.3333333333333,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 H_2019",1,16,6.25,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 I_2019",3,10,30,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 K_2019",5,22,22.7272727272727,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 L_2019",2,7,28.5714285714286,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 M_2019",1,15,6.66666666666667,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 N_2019",1,6,16.6666666666667,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 O_2019",4,7,57.1428571428571,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 P_2019",2,7,28.5714285714286,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 Q_2019",7,12,58.3333333333333,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 S_2019",5,20,25,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 T_2019",3,9,33.3333333333333,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 U_2019",1,13,7.69230769230769,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 V_2019",3,17,17.6470588235294,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 W_2019",1,23,4.34782608695652,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 X_2019",1,16,6.25,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 Y_2019",4,17,23.5294117647059,"Phylogenetic",3,"Hymenoptera"
"5_Marini_UNIPD02 Z_2019",0,18,0,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD13_2020",4,20,20,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD14_2020",2,22,9.09090909090909,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD15_2020",6,30,20,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD16_2020",17,43,39.5348837209302,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD17_2020",10,40,25,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD20_2020",6,32,18.75,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD22_2020",4,15,26.6666666666667,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD23_2020",3,24,12.5,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD26_2020",2,20,10,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD27_2020",5,25,20,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD28_2020",5,26,19.2307692307692,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD29_2020",4,22,18.1818181818182,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD2_2020",7,19,36.8421052631579,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 CD34_2020",16,36,44.4444444444444,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D11_2020",8,22,36.3636363636364,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D17_2020",14,20,70,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D21_2020",2,18,11.1111111111111,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D24_2020",6,20,30,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D28_2020",2,21,9.52380952380952,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D29_2020",11,23,47.8260869565217,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D34_2020",8,30,26.6666666666667,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D35_2020",7,18,38.8888888888889,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D5_2020",4,23,17.3913043478261,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 D8_2020",4,13,30.7692307692308,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 E14_2020",2,21,9.52380952380952,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 E19_2020",5,16,31.25,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 E25_2020",2,13,15.3846153846154,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 E26_2020",12,30,40,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 E31_2020",6,16,37.5,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 E32_2020",6,14,42.8571428571429,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 E33_2020",13,30,43.3333333333333,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 E35_2020",7,25,28,"Phylogenetic",3,"Hymenoptera"
"6_Marini_UNIPD03 E36_2020",14,32,43.75,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_10_Field_boundary_2015",1,19,5.26315789473684,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_12_Field_boundary_2015",0,30,0,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_14_Field_boundary_2015",4,34,11.7647058823529,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_19_Field_boundary_2015",0,20,0,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_1_Field_boundary_2015",0,18,0,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_1_Grassland_2015",3,20,15,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_25_Field_boundary_2015",0,20,0,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_4_Field_boundary_2015",2,17,11.7647058823529,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_5_Field_boundary_2015",5,16,31.25,"Phylogenetic",3,"Hymenoptera"
"7_Scheper_Chize_6_Field_boundary_2015",2,27,7.40740740740741,"Phylogenetic",3,"Hymenoptera"
"11_Clough_ASK_2021_2021",7.226,11,65.6909090909091,"Random",10,"Hymenoptera"
"11_Clough_HAM_2021_2021",4.793,10,47.93,"Random",10,"Hymenoptera"
"11_Clough_KOM_2021_2021",6.098,11,55.4363636363636,"Random",10,"Hymenoptera"
"11_Clough_LOB_2021_2021",3.325,6,55.4166666666667,"Random",10,"Hymenoptera"
"11_Clough_PET_2021_2021",7.61,18,42.2777777777778,"Random",10,"Hymenoptera"
"11_Clough_TAG_2021_2021",4.888,12,40.7333333333333,"Random",10,"Hymenoptera"
"12_Ockinger_Norrang_Ryckelsby_Og",2.654,6,44.2333333333333,"Random",10,"Hymenoptera"
"12_Ockinger_Sattra_Og",2.013,4,50.325,"Random",10,"Hymenoptera"
"12_Ockinger_St_Tadinge",6.185,13,47.5769230769231,"Random",10,"Hymenoptera"
