"Study_Network_id","pollinator_count","total_pollinator_count","percentage","strategy","n_plants","pollinator_order"
"20_Hoiss_H7_2010",1,1,100,"Abundance",10,"Coleoptera"
"2_Petanidou_Armolia_2015",11,14,78.5714285714286,"Abundance",10,"Coleoptera"
"2_Petanidou_Emborios_2015",10,10,100,"Abundance",10,"Coleoptera"
"2_Petanidou_Gridia_2015",8,10,80,"Abundance",10,"Coleoptera"
"2_Petanidou_Kato Fana_2015",6,9,66.6666666666667,"Abundance",10,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",9,10,90,"Abundance",10,"Coleoptera"
"2_Petanidou_Vessa 2_2015",9,16,56.25,"Abundance",10,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",8,11,72.7272727272727,"Abundance",10,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",7,9,77.7777777777778,"Abundance",10,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",13,15,86.6666666666667,"Abundance",10,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",13,24,54.1666666666667,"Abundance",10,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",6,9,66.6666666666667,"Abundance",10,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",7,10,70,"Abundance",10,"Coleoptera"
"51_Petanidou_Pyrgos_2013",5,6,83.3333333333333,"Abundance",10,"Coleoptera"
"51_Petanidou_Sigri 3_2012",4,4,100,"Abundance",10,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",27,28,96.4285714285714,"Abundance",10,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",19,21,90.4761904761905,"Abundance",10,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",20,20,100,"Abundance",10,"Coleoptera"
"54_Lazaro_UIB_2018_2018",12,25,48,"Abundance",10,"Coleoptera"
"11_Clough_HAM_2021_2021",2,3,66.6666666666667,"Abundance",5,"Coleoptera"
"11_Clough_KOM_2021_2021",1,3,33.3333333333333,"Abundance",5,"Coleoptera"
"11_Clough_LOB_2021_2021",4,5,80,"Abundance",5,"Coleoptera"
"11_Clough_PET_2021_2021",1,3,33.3333333333333,"Abundance",5,"Coleoptera"
"11_Clough_TAG_2021_2021",1,3,33.3333333333333,"Abundance",5,"Coleoptera"
"20_Hoiss_H7_2010",1,1,100,"Abundance",5,"Coleoptera"
"2_Petanidou_Armolia_2015",6,14,42.8571428571429,"Abundance",5,"Coleoptera"
"2_Petanidou_Emborios_2015",7,10,70,"Abundance",5,"Coleoptera"
"2_Petanidou_Gridia_2015",8,10,80,"Abundance",5,"Coleoptera"
"2_Petanidou_Kato Fana_2015",6,9,66.6666666666667,"Abundance",5,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",5,10,50,"Abundance",5,"Coleoptera"
"2_Petanidou_Vessa 2_2015",8,16,50,"Abundance",5,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",5,11,45.4545454545455,"Abundance",5,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",3,9,33.3333333333333,"Abundance",5,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",11,15,73.3333333333333,"Abundance",5,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",3,24,12.5,"Abundance",5,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",5,9,55.5555555555556,"Abundance",5,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",5,10,50,"Abundance",5,"Coleoptera"
"51_Petanidou_Pyrgos_2013",5,6,83.3333333333333,"Abundance",5,"Coleoptera"
"51_Petanidou_Sigri 3_2012",3,4,75,"Abundance",5,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",15,28,53.5714285714286,"Abundance",5,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",19,21,90.4761904761905,"Abundance",5,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",17,20,85,"Abundance",5,"Coleoptera"
"54_Lazaro_UIB_2018_2018",2,25,8,"Abundance",5,"Coleoptera"
"11_Clough_HAM_2021_2021",2,3,66.6666666666667,"Abundance",3,"Coleoptera"
"11_Clough_LOB_2021_2021",4,5,80,"Abundance",3,"Coleoptera"
"11_Clough_PET_2021_2021",1,3,33.3333333333333,"Abundance",3,"Coleoptera"
"20_Hoiss_H7_2010",1,1,100,"Abundance",3,"Coleoptera"
"2_Petanidou_Armolia_2015",6,14,42.8571428571429,"Abundance",3,"Coleoptera"
"2_Petanidou_Emborios_2015",4,10,40,"Abundance",3,"Coleoptera"
"2_Petanidou_Gridia_2015",7,10,70,"Abundance",3,"Coleoptera"
"2_Petanidou_Kato Fana_2015",5,9,55.5555555555556,"Abundance",3,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",5,10,50,"Abundance",3,"Coleoptera"
"2_Petanidou_Vessa 2_2015",5,16,31.25,"Abundance",3,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",1,11,9.09090909090909,"Abundance",3,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",1,9,11.1111111111111,"Abundance",3,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",4,15,26.6666666666667,"Abundance",3,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",2,24,8.33333333333333,"Abundance",3,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",2,9,22.2222222222222,"Abundance",3,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",5,10,50,"Abundance",3,"Coleoptera"
"51_Petanidou_Pyrgos_2013",1,6,16.6666666666667,"Abundance",3,"Coleoptera"
"51_Petanidou_Sigri 3_2012",3,4,75,"Abundance",3,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",2,28,7.14285714285714,"Abundance",3,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",18,21,85.7142857142857,"Abundance",3,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",16,20,80,"Abundance",3,"Coleoptera"
"54_Lazaro_UIB_2018_2018",1,25,4,"Abundance",3,"Coleoptera"
"11_Clough_HAM_2021_2021",3,3,100,"Flower shape",5,"Coleoptera"
"11_Clough_KOM_2021_2021",1,3,33.3333333333333,"Flower shape",5,"Coleoptera"
"11_Clough_LOB_2021_2021",2,5,40,"Flower shape",5,"Coleoptera"
"11_Clough_PET_2021_2021",1,3,33.3333333333333,"Flower shape",5,"Coleoptera"
"11_Clough_TAG_2021_2021",2,3,66.6666666666667,"Flower shape",5,"Coleoptera"
"20_Hoiss_H7_2010",1,1,100,"Flower shape",5,"Coleoptera"
"2_Petanidou_Armolia_2015",8,14,57.1428571428571,"Flower shape",5,"Coleoptera"
"2_Petanidou_Emborios_2015",6,10,60,"Flower shape",5,"Coleoptera"
"2_Petanidou_Gridia_2015",4,10,40,"Flower shape",5,"Coleoptera"
"2_Petanidou_Kato Fana_2015",5,9,55.5555555555556,"Flower shape",5,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",9,10,90,"Flower shape",5,"Coleoptera"
"2_Petanidou_Vessa 2_2015",4,16,25,"Flower shape",5,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",5,11,45.4545454545455,"Flower shape",5,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",3,9,33.3333333333333,"Flower shape",5,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",6,15,40,"Flower shape",5,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",4,24,16.6666666666667,"Flower shape",5,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",4,9,44.4444444444444,"Flower shape",5,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",5,10,50,"Flower shape",5,"Coleoptera"
"51_Petanidou_Pyrgos_2013",1,6,16.6666666666667,"Flower shape",5,"Coleoptera"
"51_Petanidou_Sigri 3_2012",3,4,75,"Flower shape",5,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",3,28,10.7142857142857,"Flower shape",5,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",18,21,85.7142857142857,"Flower shape",5,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",16,20,80,"Flower shape",5,"Coleoptera"
"54_Lazaro_UIB_2018_2018",3,25,12,"Flower shape",5,"Coleoptera"
"11_Clough_HAM_2021_2021",2,3,66.6666666666667,"Flower shape",3,"Coleoptera"
"11_Clough_LOB_2021_2021",2,5,40,"Flower shape",3,"Coleoptera"
"11_Clough_PET_2021_2021",1,3,33.3333333333333,"Flower shape",3,"Coleoptera"
"20_Hoiss_H7_2010",1,1,100,"Flower shape",3,"Coleoptera"
"2_Petanidou_Armolia_2015",8,14,57.1428571428571,"Flower shape",3,"Coleoptera"
"2_Petanidou_Emborios_2015",6,10,60,"Flower shape",3,"Coleoptera"
"2_Petanidou_Gridia_2015",1,10,10,"Flower shape",3,"Coleoptera"
"2_Petanidou_Kato Fana_2015",5,9,55.5555555555556,"Flower shape",3,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",8,10,80,"Flower shape",3,"Coleoptera"
"2_Petanidou_Vessa 2_2015",3,16,18.75,"Flower shape",3,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",2,11,18.1818181818182,"Flower shape",3,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",1,9,11.1111111111111,"Flower shape",3,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",4,15,26.6666666666667,"Flower shape",3,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",1,24,4.16666666666667,"Flower shape",3,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",4,9,44.4444444444444,"Flower shape",3,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",5,10,50,"Flower shape",3,"Coleoptera"
"51_Petanidou_Pyrgos_2013",1,6,16.6666666666667,"Flower shape",3,"Coleoptera"
"51_Petanidou_Sigri 3_2012",3,4,75,"Flower shape",3,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",3,28,10.7142857142857,"Flower shape",3,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",18,21,85.7142857142857,"Flower shape",3,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",16,20,80,"Flower shape",3,"Coleoptera"
"54_Lazaro_UIB_2018_2018",1,25,4,"Flower shape",3,"Coleoptera"
"11_Clough_ASK_2021_2021",2,2,100,"Phylogenetic",10,"Coleoptera"
"11_Clough_HAM_2021_2021",1,3,33.3333333333333,"Phylogenetic",10,"Coleoptera"
"11_Clough_KOM_2021_2021",2,3,66.6666666666667,"Phylogenetic",10,"Coleoptera"
"11_Clough_LOB_2021_2021",5,5,100,"Phylogenetic",10,"Coleoptera"
"11_Clough_PET_2021_2021",0,3,0,"Phylogenetic",10,"Coleoptera"
"11_Clough_TAG_2021_2021",1,3,33.3333333333333,"Phylogenetic",10,"Coleoptera"
"20_Hoiss_H7_2010",0,1,0,"Phylogenetic",10,"Coleoptera"
"20_Hoiss_T4_2010",0,1,0,"Phylogenetic",10,"Coleoptera"
"2_Petanidou_Armolia_2015",1,14,7.14285714285714,"Phylogenetic",10,"Coleoptera"
"2_Petanidou_Emborios_2015",8,10,80,"Phylogenetic",10,"Coleoptera"
"2_Petanidou_Gridia_2015",7,10,70,"Phylogenetic",10,"Coleoptera"
"2_Petanidou_Kato Fana_2015",7,9,77.7777777777778,"Phylogenetic",10,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",1,10,10,"Phylogenetic",10,"Coleoptera"
"2_Petanidou_Vessa 2_2015",10,16,62.5,"Phylogenetic",10,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",8,11,72.7272727272727,"Phylogenetic",10,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",11,15,73.3333333333333,"Phylogenetic",10,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",14,24,58.3333333333333,"Phylogenetic",10,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",7,9,77.7777777777778,"Phylogenetic",10,"Coleoptera"
"51_Petanidou_Pyrgos_2013",1,6,16.6666666666667,"Phylogenetic",10,"Coleoptera"
"51_Petanidou_Sigri 3_2012",0,4,0,"Phylogenetic",10,"Coleoptera"
"54_Lazaro_UIB_2018_2018",22,25,88,"Phylogenetic",10,"Coleoptera"
"11_Clough_ASK_2021_2021",1,2,50,"Phylogenetic",5,"Coleoptera"
"11_Clough_HAM_2021_2021",0,3,0,"Phylogenetic",5,"Coleoptera"
"11_Clough_KOM_2021_2021",1,3,33.3333333333333,"Phylogenetic",5,"Coleoptera"
"11_Clough_LOB_2021_2021",4,5,80,"Phylogenetic",5,"Coleoptera"
"11_Clough_PET_2021_2021",0,3,0,"Phylogenetic",5,"Coleoptera"
"11_Clough_TAG_2021_2021",1,3,33.3333333333333,"Phylogenetic",5,"Coleoptera"
"20_Hoiss_H7_2010",0,1,0,"Phylogenetic",5,"Coleoptera"
"20_Hoiss_T4_2010",0,1,0,"Phylogenetic",5,"Coleoptera"
"2_Petanidou_Armolia_2015",1,14,7.14285714285714,"Phylogenetic",5,"Coleoptera"
"2_Petanidou_Emborios_2015",8,10,80,"Phylogenetic",5,"Coleoptera"
"2_Petanidou_Gridia_2015",3,10,30,"Phylogenetic",5,"Coleoptera"
"2_Petanidou_Kato Fana_2015",4,9,44.4444444444444,"Phylogenetic",5,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",3,10,30,"Phylogenetic",5,"Coleoptera"
"2_Petanidou_Vessa 2_2015",5,16,31.25,"Phylogenetic",5,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",1,11,9.09090909090909,"Phylogenetic",5,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",4,9,44.4444444444444,"Phylogenetic",5,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",6,15,40,"Phylogenetic",5,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",6,24,25,"Phylogenetic",5,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",2,9,22.2222222222222,"Phylogenetic",5,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",3,10,30,"Phylogenetic",5,"Coleoptera"
"51_Petanidou_Pyrgos_2013",1,6,16.6666666666667,"Phylogenetic",5,"Coleoptera"
"51_Petanidou_Sigri 3_2012",0,4,0,"Phylogenetic",5,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",22,28,78.5714285714286,"Phylogenetic",5,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",4,21,19.047619047619,"Phylogenetic",5,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",3,20,15,"Phylogenetic",5,"Coleoptera"
"54_Lazaro_UIB_2018_2018",2,25,8,"Phylogenetic",5,"Coleoptera"
"11_Clough_ASK_2021_2021",1,2,50,"Phylogenetic",3,"Coleoptera"
"11_Clough_HAM_2021_2021",0,3,0,"Phylogenetic",3,"Coleoptera"
"11_Clough_KOM_2021_2021",1,3,33.3333333333333,"Phylogenetic",3,"Coleoptera"
"11_Clough_LOB_2021_2021",3,5,60,"Phylogenetic",3,"Coleoptera"
"11_Clough_PET_2021_2021",0,3,0,"Phylogenetic",3,"Coleoptera"
"11_Clough_TAG_2021_2021",0,3,0,"Phylogenetic",3,"Coleoptera"
"20_Hoiss_H7_2010",0,1,0,"Phylogenetic",3,"Coleoptera"
"20_Hoiss_T4_2010",0,1,0,"Phylogenetic",3,"Coleoptera"
"2_Petanidou_Armolia_2015",1,14,7.14285714285714,"Phylogenetic",3,"Coleoptera"
"2_Petanidou_Emborios_2015",5,10,50,"Phylogenetic",3,"Coleoptera"
"2_Petanidou_Gridia_2015",0,10,0,"Phylogenetic",3,"Coleoptera"
"2_Petanidou_Kato Fana_2015",4,9,44.4444444444444,"Phylogenetic",3,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",1,10,10,"Phylogenetic",3,"Coleoptera"
"2_Petanidou_Vessa 2_2015",6,16,37.5,"Phylogenetic",3,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",0,11,0,"Phylogenetic",3,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",2,9,22.2222222222222,"Phylogenetic",3,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",3,15,20,"Phylogenetic",3,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",10,24,41.6666666666667,"Phylogenetic",3,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",3,9,33.3333333333333,"Phylogenetic",3,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",3,10,30,"Phylogenetic",3,"Coleoptera"
"51_Petanidou_Pyrgos_2013",1,6,16.6666666666667,"Phylogenetic",3,"Coleoptera"
"51_Petanidou_Sigri 3_2012",0,4,0,"Phylogenetic",3,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",22,28,78.5714285714286,"Phylogenetic",3,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",2,21,9.52380952380952,"Phylogenetic",3,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",2,20,10,"Phylogenetic",3,"Coleoptera"
"54_Lazaro_UIB_2018_2018",2,25,8,"Phylogenetic",3,"Coleoptera"
"11_Clough_ASK_2021_2021",1.257,2,62.85,"Random",10,"Coleoptera"
"11_Clough_HAM_2021_2021",1.647,3,54.9,"Random",10,"Coleoptera"
"11_Clough_KOM_2021_2021",1.77,3,59,"Random",10,"Coleoptera"
"11_Clough_LOB_2021_2021",2.723,5,54.46,"Random",10,"Coleoptera"
"11_Clough_PET_2021_2021",1.009,3,33.6333333333333,"Random",10,"Coleoptera"
"11_Clough_TAG_2021_2021",1.267,3,42.2333333333333,"Random",10,"Coleoptera"
"20_Hoiss_H7_2010",0.328,1,32.8,"Random",10,"Coleoptera"
"20_Hoiss_T4_2010",0.309,1,30.9,"Random",10,"Coleoptera"
"2_Petanidou_Armolia_2015",5.056,14,36.1142857142857,"Random",10,"Coleoptera"
"2_Petanidou_Emborios_2015",6.204,10,62.04,"Random",10,"Coleoptera"
"2_Petanidou_Gridia_2015",4.654,10,46.54,"Random",10,"Coleoptera"
"2_Petanidou_Kato Fana_2015",5.788,9,64.3111111111111,"Random",10,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",4.03,10,40.3,"Random",10,"Coleoptera"
"2_Petanidou_Vessa 2_2015",6.658,16,41.6125,"Random",10,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",8.033,11,73.0272727272727,"Random",10,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",8.525,9,94.7222222222222,"Random",10,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",12.122,15,80.8133333333333,"Random",10,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",12.976,24,54.0666666666667,"Random",10,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",4.619,9,51.3222222222222,"Random",10,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",7,10,70,"Random",10,"Coleoptera"
"51_Petanidou_Pyrgos_2013",3.347,6,55.7833333333333,"Random",10,"Coleoptera"
"51_Petanidou_Sigri 3_2012",2.057,4,51.425,"Random",10,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",25.549,28,91.2464285714286,"Random",10,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",16.679,21,79.4238095238095,"Random",10,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",17.684,20,88.42,"Random",10,"Coleoptera"
"54_Lazaro_UIB_2018_2018",17.558,25,70.232,"Random",10,"Coleoptera"
"11_Clough_ASK_2021_2021",0.628,2,31.4,"Random",5,"Coleoptera"
"11_Clough_HAM_2021_2021",0.962,3,32.0666666666667,"Random",5,"Coleoptera"
"11_Clough_KOM_2021_2021",1.013,3,33.7666666666667,"Random",5,"Coleoptera"
"11_Clough_LOB_2021_2021",1.542,5,30.84,"Random",5,"Coleoptera"
"11_Clough_PET_2021_2021",0.518,3,17.2666666666667,"Random",5,"Coleoptera"
"11_Clough_TAG_2021_2021",0.677,3,22.5666666666667,"Random",5,"Coleoptera"
"20_Hoiss_H7_2010",0.17,1,17,"Random",5,"Coleoptera"
"20_Hoiss_T4_2010",0.148,1,14.8,"Random",5,"Coleoptera"
"2_Petanidou_Armolia_2015",2.992,14,21.3714285714286,"Random",5,"Coleoptera"
"2_Petanidou_Emborios_2015",3.77,10,37.7,"Random",5,"Coleoptera"
"2_Petanidou_Gridia_2015",2.888,10,28.88,"Random",5,"Coleoptera"
"2_Petanidou_Kato Fana_2015",3.876,9,43.0666666666667,"Random",5,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",2.383,10,23.83,"Random",5,"Coleoptera"
"2_Petanidou_Vessa 2_2015",3.404,16,21.275,"Random",5,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",5.047,11,45.8818181818182,"Random",5,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",5.354,9,59.4888888888889,"Random",5,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",8.017,15,53.4466666666667,"Random",5,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",8.319,24,34.6625,"Random",5,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",2.686,9,29.8444444444444,"Random",5,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",5.167,10,51.67,"Random",5,"Coleoptera"
"51_Petanidou_Pyrgos_2013",1.935,6,32.25,"Random",5,"Coleoptera"
"51_Petanidou_Sigri 3_2012",1.094,4,27.35,"Random",5,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",15.669,28,55.9607142857143,"Random",5,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",9.838,21,46.847619047619,"Random",5,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",10.711,20,53.555,"Random",5,"Coleoptera"
"54_Lazaro_UIB_2018_2018",11.327,25,45.308,"Random",5,"Coleoptera"
"11_Clough_ASK_2021_2021",0.395,2,19.75,"Random",3,"Coleoptera"
"11_Clough_HAM_2021_2021",0.625,3,20.8333333333333,"Random",3,"Coleoptera"
"11_Clough_KOM_2021_2021",0.664,3,22.1333333333333,"Random",3,"Coleoptera"
"11_Clough_LOB_2021_2021",0.97,5,19.4,"Random",3,"Coleoptera"
"11_Clough_PET_2021_2021",0.33,3,11,"Random",3,"Coleoptera"
"11_Clough_TAG_2021_2021",0.389,3,12.9666666666667,"Random",3,"Coleoptera"
"20_Hoiss_H7_2010",0.106,1,10.6,"Random",3,"Coleoptera"
"20_Hoiss_T4_2010",0.106,1,10.6,"Random",3,"Coleoptera"
"2_Petanidou_Armolia_2015",1.969,14,14.0642857142857,"Random",3,"Coleoptera"
"2_Petanidou_Emborios_2015",2.595,10,25.95,"Random",3,"Coleoptera"
"2_Petanidou_Gridia_2015",1.857,10,18.57,"Random",3,"Coleoptera"
"2_Petanidou_Kato Fana_2015",2.583,9,28.7,"Random",3,"Coleoptera"
"2_Petanidou_Palios Katarraktis_2015",1.473,10,14.73,"Random",3,"Coleoptera"
"2_Petanidou_Vessa 2_2015",2.109,16,13.18125,"Random",3,"Coleoptera"
"50_Hervias-Parejo_Cala Tirant_2021",3.354,11,30.4909090909091,"Random",3,"Coleoptera"
"50_Hervias-Parejo_Llucalari_2021",3.396,9,37.7333333333333,"Random",3,"Coleoptera"
"50_Hervias-Parejo_Sa Bassa_2021",5.502,15,36.68,"Random",3,"Coleoptera"
"50_Hervias-Parejo_Salinas_2021",5.865,24,24.4375,"Random",3,"Coleoptera"
"50_Hervias-Parejo_Torre Fornells_2021",1.91,9,21.2222222222222,"Random",3,"Coleoptera"
"50_Hervias-Parejo_coast Son Bou_2021",3.939,10,39.39,"Random",3,"Coleoptera"
"51_Petanidou_Pyrgos_2013",1.231,6,20.5166666666667,"Random",3,"Coleoptera"
"51_Petanidou_Sigri 3_2012",0.724,4,18.1,"Random",3,"Coleoptera"
"54_Lazaro_AloeVera_2018_2018",10.487,28,37.4535714285714,"Random",3,"Coleoptera"
"54_Lazaro_SonBaco_2018_2018",6.295,21,29.9761904761905,"Random",3,"Coleoptera"
"54_Lazaro_SonMutNou_2018_2018",7.108,20,35.54,"Random",3,"Coleoptera"
"54_Lazaro_UIB_2018_2018",7.997,25,31.988,"Random",3,"Coleoptera"
"11_Clough_HAM_2021_2021",3,3,100,"Abundance",10,"Lepidoptera"
"11_Clough_KOM_2021_2021",1,3,33.3333333333333,"Abundance",10,"Lepidoptera"
"11_Clough_LOB_2021_2021",1,1,100,"Abundance",10,"Lepidoptera"
"11_Clough_TAG_2021_2021",1,3,33.3333333333333,"Abundance",10,"Lepidoptera"
"20_Hoiss_H5_2010",5,6,83.3333333333333,"Abundance",10,"Lepidoptera"
"20_Hoiss_H6_2010",2,4,50,"Abundance",10,"Lepidoptera"
"20_Hoiss_H7_2010",1,1,100,"Abundance",10,"Lepidoptera"
"20_Hoiss_HO1_2010",6,6,100,"Abundance",10,"Lepidoptera"
"20_Hoiss_T4_2010",2,5,40,"Abundance",10,"Lepidoptera"
"28_Sutter_10_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_11_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_13_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_13_2014",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_14_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_17_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_19_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_20_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_21_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_2_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_3_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_5_2013",1,1,100,"Abundance",10,"Lepidoptera"
"28_Sutter_8_2013",1,1,100,"Abundance",10,"Lepidoptera"
"2_Petanidou_Armolia_2015",2,2,100,"Abundance",10,"Lepidoptera"
"2_Petanidou_Emborios_2015",3,4,75,"Abundance",10,"Lepidoptera"
"2_Petanidou_Kato Fana_2015",1,1,100,"Abundance",10,"Lepidoptera"
"2_Petanidou_Palios Katarraktis_2015",2,2,100,"Abundance",10,"Lepidoptera"
"2_Petanidou_Vessa 2_2015",1,1,100,"Abundance",10,"Lepidoptera"
"37_White_An",2,2,100,"Abundance",10,"Lepidoptera"
"37_White_Bl",4,5,80,"Abundance",10,"Lepidoptera"
"37_White_Bn",1,1,100,"Abundance",10,"Lepidoptera"
"37_White_CW",2,2,100,"Abundance",10,"Lepidoptera"
"37_White_Ce",2,2,100,"Abundance",10,"Lepidoptera"
"37_White_Cn",2,3,66.6666666666667,"Abundance",10,"Lepidoptera"
"37_White_ED",1,1,100,"Abundance",10,"Lepidoptera"
"37_White_Fs",2,2,100,"Abundance",10,"Lepidoptera"
"37_White_JK",1,1,100,"Abundance",10,"Lepidoptera"
"37_White_Kr",2,2,100,"Abundance",10,"Lepidoptera"
"37_White_ND",2,2,100,"Abundance",10,"Lepidoptera"
"37_White_NG",1,1,100,"Abundance",10,"Lepidoptera"
"37_White_Pn",1,1,100,"Abundance",10,"Lepidoptera"
"40_Knight_Ghe_ari_2017",24,27,88.8888888888889,"Abundance",10,"Lepidoptera"
"41_Knight_1 wooded meadow_2018",2,2,100,"Abundance",10,"Lepidoptera"
"41_Knight_2 alvar pasture_2018",4,4,100,"Abundance",10,"Lepidoptera"
"41_Knight_3 alvar pasture_2018",1,2,50,"Abundance",10,"Lepidoptera"
"41_Knight_4 wooded meadow_2018",5,6,83.3333333333333,"Abundance",10,"Lepidoptera"
