Study_Network_id,n_plants_total,total_pollinator_richness,n_plants_sampled,captured_pollinator_richness,repetition,sampling_proportion,sampling_percent,pollinator_richness_captured_percent
4_Marini_UNIPD01 An_2018,27,54,5,13,10,0.15000000000000002,15.000000000000002,24.074074074074073
4_Marini_UNIPD01 B_2018,29,58,5,11,10,0.15000000000000002,15.000000000000002,18.96551724137931
4_Marini_UNIPD01 Bn_2018,32,90,5,34,10,0.15000000000000002,15.000000000000002,37.77777777777778
4_Marini_UNIPD01 C_2018,37,67,6,12,10,0.15000000000000002,15.000000000000002,17.91044776119403
4_Marini_UNIPD01 Cn_2018,30,65,5,11,10,0.15000000000000002,15.000000000000002,16.923076923076923
4_Marini_UNIPD01 E_2018,46,73,7,14,10,0.15000000000000002,15.000000000000002,19.17808219178082
4_Marini_UNIPD01 En_2018,40,67,7,18,10,0.15000000000000002,15.000000000000002,26.865671641791046
4_Marini_UNIPD01 F_2018,25,32,4,11,10,0.15000000000000002,15.000000000000002,34.375
4_Marini_UNIPD01 Fn_2018,29,31,5,8,10,0.15000000000000002,15.000000000000002,25.806451612903224
4_Marini_UNIPD01 G_2018,25,56,4,13,10,0.15000000000000002,15.000000000000002,23.214285714285715
4_Marini_UNIPD01 Gn_2018,28,45,5,8,10,0.15000000000000002,15.000000000000002,17.77777777777778
4_Marini_UNIPD01 H_2018,50,98,8,17,10,0.15000000000000002,15.000000000000002,17.346938775510203
4_Marini_UNIPD01 Hn_2018,38,82,6,14,10,0.15000000000000002,15.000000000000002,17.073170731707318
4_Marini_UNIPD01 I_2018,33,74,5,18,10,0.15000000000000002,15.000000000000002,24.324324324324323
4_Marini_UNIPD01 In_2018,44,93,7,43,10,0.15000000000000002,15.000000000000002,46.236559139784944
50_Hervias-Parejo_Cala Tirant_2021,18,77,3,16,10,0.15000000000000002,15.000000000000002,20.77922077922078
50_Hervias-Parejo_Llucalari_2021,11,62,2,8,10,0.15000000000000002,15.000000000000002,12.903225806451612
50_Hervias-Parejo_Sa Bassa_2021,15,81,3,37,10,0.15000000000000002,15.000000000000002,45.67901234567901
50_Hervias-Parejo_Salinas_2021,27,95,5,27,10,0.15000000000000002,15.000000000000002,28.42105263157895
50_Hervias-Parejo_Torre Fornells_2021,21,83,4,24,10,0.15000000000000002,15.000000000000002,28.91566265060241
50_Hervias-Parejo_coast Son Bou_2021,10,46,2,6,10,0.15000000000000002,15.000000000000002,13.043478260869565
51_Petanidou_Pyrgos_2013,39,66,6,10,10,0.15000000000000002,15.000000000000002,15.151515151515152
51_Petanidou_Sigri 3_2012,28,51,5,16,10,0.15000000000000002,15.000000000000002,31.372549019607842
54_Lazaro_AloeVera_2018_2018,11,60,2,29,10,0.15000000000000002,15.000000000000002,48.333333333333336
54_Lazaro_SonBaco_2018_2018,14,73,3,15,10,0.15000000000000002,15.000000000000002,20.54794520547945
54_Lazaro_SonMutNou_2018_2018,12,69,2,16,10,0.15000000000000002,15.000000000000002,23.18840579710145
54_Lazaro_UIB_2018_2018,20,72,4,20,10,0.15000000000000002,15.000000000000002,27.77777777777778
5_Marini_UNIPD02 AA_2019,24,24,4,1,10,0.15000000000000002,15.000000000000002,4.166666666666667
5_Marini_UNIPD02 AB_2019,26,16,4,5,10,0.15000000000000002,15.000000000000002,31.25
5_Marini_UNIPD02 AC_2019,31,23,5,8,10,0.15000000000000002,15.000000000000002,34.78260869565217
5_Marini_UNIPD02 AD_2019,20,14,4,3,10,0.15000000000000002,15.000000000000002,21.428571428571427
5_Marini_UNIPD02 AE_2019,19,35,3,3,10,0.15000000000000002,15.000000000000002,8.571428571428571
5_Marini_UNIPD02 AF_2019,16,24,3,5,10,0.15000000000000002,15.000000000000002,20.833333333333332
5_Marini_UNIPD02 AG_2019,25,52,4,11,10,0.15000000000000002,15.000000000000002,21.153846153846153
5_Marini_UNIPD02 AH_2019,22,35,4,8,10,0.15000000000000002,15.000000000000002,22.857142857142858
5_Marini_UNIPD02 AI_2019,21,16,4,4,10,0.15000000000000002,15.000000000000002,25
5_Marini_UNIPD02 AJ_2019,10,31,2,5,10,0.15000000000000002,15.000000000000002,16.129032258064516
5_Marini_UNIPD02 AK_2019,10,21,2,2,10,0.15000000000000002,15.000000000000002,9.523809523809524
5_Marini_UNIPD02 AL_2019,27,39,5,8,10,0.15000000000000002,15.000000000000002,20.512820512820515
5_Marini_UNIPD02 AM_2019,31,34,5,12,10,0.15000000000000002,15.000000000000002,35.294117647058826
5_Marini_UNIPD02 AN_2019,12,20,2,2,10,0.15000000000000002,15.000000000000002,10
5_Marini_UNIPD02 AO_2019,18,29,3,4,10,0.15000000000000002,15.000000000000002,13.793103448275861
5_Marini_UNIPD02 AP_2019,16,18,3,1,10,0.15000000000000002,15.000000000000002,5.555555555555555
5_Marini_UNIPD02 AQ_2019,15,24,3,6,10,0.15000000000000002,15.000000000000002,25
5_Marini_UNIPD02 AS_2019,14,22,3,9,10,0.15000000000000002,15.000000000000002,40.90909090909091
5_Marini_UNIPD02 AT_2019,16,26,3,6,10,0.15000000000000002,15.000000000000002,23.076923076923077
5_Marini_UNIPD02 AV_2019,10,13,2,3,10,0.15000000000000002,15.000000000000002,23.076923076923077
5_Marini_UNIPD02 A_2019,17,35,3,7,10,0.15000000000000002,15.000000000000002,20
5_Marini_UNIPD02 B_2019,21,32,4,11,10,0.15000000000000002,15.000000000000002,34.375
5_Marini_UNIPD02 C_2019,19,35,3,4,10,0.15000000000000002,15.000000000000002,11.428571428571429
5_Marini_UNIPD02 D_2019,17,32,3,8,10,0.15000000000000002,15.000000000000002,25
5_Marini_UNIPD02 E_2019,12,32,2,3,10,0.15000000000000002,15.000000000000002,9.375
5_Marini_UNIPD02 G_2019,19,27,3,5,10,0.15000000000000002,15.000000000000002,18.51851851851852
5_Marini_UNIPD02 H_2019,15,21,3,6,10,0.15000000000000002,15.000000000000002,28.571428571428573
5_Marini_UNIPD02 I_2019,16,35,3,20,10,0.15000000000000002,15.000000000000002,57.142857142857146
5_Marini_UNIPD02 K_2019,16,31,3,2,10,0.15000000000000002,15.000000000000002,6.451612903225806
5_Marini_UNIPD02 L_2019,13,20,2,4,10,0.15000000000000002,15.000000000000002,20
5_Marini_UNIPD02 M_2019,26,35,4,12,10,0.15000000000000002,15.000000000000002,34.285714285714285
5_Marini_UNIPD02 N_2019,17,20,3,6,10,0.15000000000000002,15.000000000000002,30
5_Marini_UNIPD02 O_2019,19,31,3,9,10,0.15000000000000002,15.000000000000002,29.032258064516128
5_Marini_UNIPD02 P_2019,15,24,3,5,10,0.15000000000000002,15.000000000000002,20.833333333333332
5_Marini_UNIPD02 Q_2019,18,22,3,7,10,0.15000000000000002,15.000000000000002,31.818181818181817
5_Marini_UNIPD02 S_2019,22,31,4,5,10,0.15000000000000002,15.000000000000002,16.129032258064516
5_Marini_UNIPD02 T_2019,21,18,4,3,10,0.15000000000000002,15.000000000000002,16.666666666666668
5_Marini_UNIPD02 U_2019,28,23,5,0,10,0.15000000000000002,15.000000000000002,0
5_Marini_UNIPD02 V_2019,29,39,5,12,10,0.15000000000000002,15.000000000000002,30.76923076923077
5_Marini_UNIPD02 W_2019,21,36,4,8,10,0.15000000000000002,15.000000000000002,22.22222222222222
5_Marini_UNIPD02 X_2019,27,41,5,13,10,0.15000000000000002,15.000000000000002,31.70731707317073
5_Marini_UNIPD02 Y_2019,20,45,4,7,10,0.15000000000000002,15.000000000000002,15.555555555555555
5_Marini_UNIPD02 Z_2019,15,27,3,5,10,0.15000000000000002,15.000000000000002,18.51851851851852
6_Marini_UNIPD03 CD13_2020,13,25,2,4,10,0.15000000000000002,15.000000000000002,16
6_Marini_UNIPD03 CD14_2020,18,30,3,8,10,0.15000000000000002,15.000000000000002,26.666666666666668
6_Marini_UNIPD03 CD15_2020,24,43,4,16,10,0.15000000000000002,15.000000000000002,37.2093023255814
6_Marini_UNIPD03 CD16_2020,26,52,4,21,10,0.15000000000000002,15.000000000000002,40.38461538461539
6_Marini_UNIPD03 CD17_2020,27,51,5,15,10,0.15000000000000002,15.000000000000002,29.41176470588235
6_Marini_UNIPD03 CD20_2020,17,44,3,16,10,0.15000000000000002,15.000000000000002,36.36363636363637
6_Marini_UNIPD03 CD22_2020,22,24,4,14,10,0.15000000000000002,15.000000000000002,58.333333333333336
6_Marini_UNIPD03 CD23_2020,23,39,4,21,10,0.15000000000000002,15.000000000000002,53.84615384615385
6_Marini_UNIPD03 CD26_2020,11,26,2,14,10,0.15000000000000002,15.000000000000002,53.84615384615385
6_Marini_UNIPD03 CD27_2020,23,34,4,7,10,0.15000000000000002,15.000000000000002,20.58823529411765
6_Marini_UNIPD03 CD28_2020,27,42,5,12,10,0.15000000000000002,15.000000000000002,28.571428571428573
6_Marini_UNIPD03 CD29_2020,21,35,4,17,10,0.15000000000000002,15.000000000000002,48.57142857142857
6_Marini_UNIPD03 CD2_2020,10,22,2,13,10,0.15000000000000002,15.000000000000002,59.09090909090909
6_Marini_UNIPD03 CD34_2020,14,45,3,14,10,0.15000000000000002,15.000000000000002,31.11111111111111
6_Marini_UNIPD03 D11_2020,13,28,2,22,10,0.15000000000000002,15.000000000000002,78.57142857142857
6_Marini_UNIPD03 D17_2020,10,26,2,5,10,0.15000000000000002,15.000000000000002,19.23076923076923
6_Marini_UNIPD03 D21_2020,11,23,2,3,10,0.15000000000000002,15.000000000000002,13.043478260869565
6_Marini_UNIPD03 D24_2020,17,33,3,11,10,0.15000000000000002,15.000000000000002,33.333333333333336
6_Marini_UNIPD03 D28_2020,19,32,3,4,10,0.15000000000000002,15.000000000000002,12.5
6_Marini_UNIPD03 D29_2020,15,28,3,3,10,0.15000000000000002,15.000000000000002,10.714285714285714
6_Marini_UNIPD03 D34_2020,13,37,2,17,10,0.15000000000000002,15.000000000000002,45.945945945945944
6_Marini_UNIPD03 D35_2020,13,24,2,3,10,0.15000000000000002,15.000000000000002,12.5
6_Marini_UNIPD03 D5_2020,17,30,3,15,10,0.15000000000000002,15.000000000000002,50
6_Marini_UNIPD03 D8_2020,11,18,2,3,10,0.15000000000000002,15.000000000000002,16.666666666666668
6_Marini_UNIPD03 E14_2020,19,34,3,15,10,0.15000000000000002,15.000000000000002,44.11764705882353
6_Marini_UNIPD03 E19_2020,19,28,3,8,10,0.15000000000000002,15.000000000000002,28.571428571428573
6_Marini_UNIPD03 E25_2020,17,24,3,3,10,0.15000000000000002,15.000000000000002,12.5
6_Marini_UNIPD03 E26_2020,24,45,4,24,10,0.15000000000000002,15.000000000000002,53.333333333333336
6_Marini_UNIPD03 E31_2020,13,22,2,6,10,0.15000000000000002,15.000000000000002,27.272727272727273
6_Marini_UNIPD03 E32_2020,10,20,2,7,10,0.15000000000000002,15.000000000000002,35
6_Marini_UNIPD03 E33_2020,13,40,2,4,10,0.15000000000000002,15.000000000000002,10
6_Marini_UNIPD03 E35_2020,14,36,3,13,10,0.15000000000000002,15.000000000000002,36.111111111111114
6_Marini_UNIPD03 E36_2020,11,42,2,10,10,0.15000000000000002,15.000000000000002,23.80952380952381
7_Scheper_Chize_10_Field_boundary_2015,37,22,6,6,10,0.15000000000000002,15.000000000000002,27.272727272727273
7_Scheper_Chize_12_Field_boundary_2015,34,34,6,14,10,0.15000000000000002,15.000000000000002,41.1764705882353
7_Scheper_Chize_14_Field_boundary_2015,35,38,6,5,10,0.15000000000000002,15.000000000000002,13.157894736842104
7_Scheper_Chize_19_Field_boundary_2015,32,22,5,1,10,0.15000000000000002,15.000000000000002,4.545454545454546
7_Scheper_Chize_1_Field_boundary_2015,25,22,4,15,10,0.15000000000000002,15.000000000000002,68.18181818181819
7_Scheper_Chize_1_Grassland_2015,14,22,3,3,10,0.15000000000000002,15.000000000000002,13.636363636363637
7_Scheper_Chize_25_Field_boundary_2015,31,27,5,6,10,0.15000000000000002,15.000000000000002,22.22222222222222
7_Scheper_Chize_4_Field_boundary_2015,25,21,4,10,10,0.15000000000000002,15.000000000000002,47.61904761904762
7_Scheper_Chize_5_Field_boundary_2015,32,21,5,5,10,0.15000000000000002,15.000000000000002,23.80952380952381
7_Scheper_Chize_6_Field_boundary_2015,31,35,5,1,10,0.15000000000000002,15.000000000000002,2.857142857142857
11_Clough_ASK_2021_2021,16,19,4,5,10,0.2,20,26.31578947368421
11_Clough_HAM_2021_2021,24,38,5,15,10,0.2,20,39.473684210526315
11_Clough_KOM_2021_2021,22,23,5,2,10,0.2,20,8.695652173913043
11_Clough_LOB_2021_2021,21,19,5,7,10,0.2,20,36.8421052631579
11_Clough_PET_2021_2021,30,36,6,14,10,0.2,20,38.888888888888886
11_Clough_TAG_2021_2021,28,35,6,4,10,0.2,20,11.428571428571429
12_Ockinger_Norrang_Ryckelsby_Og,25,21,5,12,10,0.2,20,57.142857142857146
12_Ockinger_Sattra_Og,26,11,6,3,10,0.2,20,27.272727272727273
12_Ockinger_St_Tadinge,28,18,6,3,10,0.2,20,16.666666666666668
12_Ockinger_Tjalinge_Skogstibble,35,18,7,7,10,0.2,20,38.888888888888886
20_Hoiss_H5_2010,25,81,5,33,10,0.2,20,40.74074074074074
20_Hoiss_H6_2010,36,36,8,8,10,0.2,20,22.22222222222222
20_Hoiss_H7_2010,31,38,7,19,10,0.2,20,50
20_Hoiss_HO1_2010,30,52,6,9,10,0.2,20,17.307692307692307
20_Hoiss_HO5_2010,50,57,10,13,10,0.2,20,22.80701754385965
20_Hoiss_T4_2010,32,61,7,8,10,0.2,20,13.114754098360656
22_Kallnik_h1_2012,87,11,18,11,10,0.2,20,100
22_Kallnik_h2_2011,54,11,11,4,10,0.2,20,36.36363636363637
22_Kallnik_h3_2011,71,10,15,8,10,0.2,20,80
22_Kallnik_h4_2010,96,10,20,4,10,0.2,20,40
22_Kallnik_h4_2011,85,10,17,6,10,0.2,20,60
22_Kallnik_h5_2011,54,11,11,8,10,0.2,20,72.72727272727273
22_Kallnik_h5_2012,78,11,16,10,10,0.2,20,90.9090909090909
22_Kallnik_h6_2011,69,10,14,6,10,0.2,20,60
22_Kallnik_h7_2011,63,10,13,5,10,0.2,20,50
22_Kallnik_ho2_2011,68,10,14,7,10,0.2,20,70
22_Kallnik_ho3_2011,49,12,10,4,10,0.2,20,33.333333333333336
22_Kallnik_ho3_2012,61,10,13,3,10,0.2,20,30
22_Kallnik_ho4_2010,76,10,16,8,10,0.2,20,80
22_Kallnik_ho4_2011,71,13,15,5,10,0.2,20,38.46153846153846
22_Kallnik_ho4_2012,79,12,16,9,10,0.2,20,75
22_Kallnik_ho5_2011,59,12,12,5,10,0.2,20,41.666666666666664
22_Kallnik_wma3_2011,53,10,11,9,10,0.2,20,90
22_Kallnik_wma3_2012,71,10,15,4,10,0.2,20,40
22_Kallnik_wma4_2011,50,11,10,5,10,0.2,20,45.45454545454545
22_Kallnik_wma5_2011,55,10,11,6,10,0.2,20,60
22_Kallnik_wmb1_2012,92,11,19,7,10,0.2,20,63.63636363636363
22_Kallnik_wmb2_2011,89,12,18,5,10,0.2,20,41.666666666666664
22_Kallnik_wmb2_2012,108,11,22,9,10,0.2,20,81.81818181818181
22_Kallnik_wmb3_2011,90,10,18,7,10,0.2,20,70
22_Kallnik_wmb3_2012,106,10,22,4,10,0.2,20,40
22_Kallnik_wmb4_2010,84,12,17,0,10,0.2,20,0
22_Kallnik_wmb4_2011,78,13,16,9,10,0.2,20,69.23076923076923
22_Kallnik_wmb4_2012,87,11,18,4,10,0.2,20,36.36363636363637
22_Kallnik_wmb5_2010,91,11,19,3,10,0.2,20,27.272727272727273
22_Kallnik_wmb5_2011,82,11,17,9,10,0.2,20,81.81818181818181
22_Kallnik_wmb5_2012,90,11,18,6,10,0.2,20,54.54545454545455
28_Sutter_10_2013,44,16,9,4,10,0.2,20,25
28_Sutter_11_2013,38,14,8,7,10,0.2,20,50
28_Sutter_12_2013,34,12,7,2,10,0.2,20,16.666666666666668
28_Sutter_13_2013,45,13,9,3,10,0.2,20,23.076923076923077
28_Sutter_13_2014,30,11,6,3,10,0.2,20,27.272727272727273
28_Sutter_14_2013,20,12,4,5,10,0.2,20,41.666666666666664
28_Sutter_17_2013,47,17,10,7,10,0.2,20,41.1764705882353
28_Sutter_19_2013,35,20,7,8,10,0.2,20,40
28_Sutter_1_2013,46,14,10,10,10,0.2,20,71.42857142857143
28_Sutter_20_2013,24,15,5,5,10,0.2,20,33.333333333333336
28_Sutter_21_2013,43,16,9,7,10,0.2,20,43.75
28_Sutter_2_2013,29,15,6,7,10,0.2,20,46.666666666666664
28_Sutter_3_2013,34,21,7,3,10,0.2,20,14.285714285714286
28_Sutter_5_2013,50,23,10,7,10,0.2,20,30.434782608695652
28_Sutter_8_2013,34,17,7,5,10,0.2,20,29.41176470588235
28_Sutter_8_2014,22,18,5,3,10,0.2,20,16.666666666666668
29_Magrach_Gibraleon_2011,16,27,4,13,10,0.2,20,48.148148148148145
29_Magrach_Gravera_2011,18,25,4,7,10,0.2,20,28
29_Magrach_Niebla_2011,18,31,4,17,10,0.2,20,54.83870967741935
29_Magrach_Niebla_2012,21,26,5,1,10,0.2,20,3.8461538461538463
29_Magrach_Villablanca_2011,18,22,4,8,10,0.2,20,36.36363636363637
2_Petanidou_Armolia_2015,37,73,8,18,10,0.2,20,24.65753424657534
2_Petanidou_Emborios_2015,21,80,5,26,10,0.2,20,32.5
2_Petanidou_Gridia_2015,38,73,8,18,10,0.2,20,24.65753424657534
2_Petanidou_Kato Fana_2015,14,60,3,6,10,0.2,20,10
2_Petanidou_Palios Katarraktis_2015,39,73,8,4,10,0.2,20,5.47945205479452
2_Petanidou_Vessa 2_2015,28,98,6,18,10,0.2,20,18.367346938775512
30_Smith_lsk48_2012,30,22,6,4,10,0.2,20,18.181818181818183
30_Smith_lsk57_2011,33,20,7,2,10,0.2,20,10
30_Smith_lsk73_2012,28,19,6,5,10,0.2,20,26.31578947368421
30_Smith_lsk74_2012,27,26,6,3,10,0.2,20,11.538461538461538
30_Smith_lsk77_2011,22,19,5,3,10,0.2,20,15.789473684210526
30_Smith_lsk77_2012,42,25,9,5,10,0.2,20,20
31_Roberts_Hunt_2013,44,12,9,5,10,0.2,20,41.666666666666664
31_Roberts_Jefferies_2013,31,13,7,4,10,0.2,20,30.76923076923077
31_Roberts_Livingstone_far_2012,30,12,6,5,10,0.2,20,41.666666666666664
31_Roberts_Livingstone_house_2012,30,14,6,0,10,0.2,20,0
31_Roberts_Mearns_2013,32,19,7,2,10,0.2,20,10.526315789473685
31_Roberts_White_left_2012,42,19,9,10,10,0.2,20,52.63157894736842
36_Larkin_Barracks.Lyan.Co.Clare_13.2017_GS1,13,11,3,2,10,0.2,20,18.181818181818183
36_Larkin_Glencolumbkille.South.Carron.Co.Clare_20.2017_GS1,12,13,3,3,10,0.2,20,23.076923076923077
37_White_An,15,23,3,6,10,0.2,20,26.08695652173913
37_White_Bl,19,27,4,9,10,0.2,20,33.333333333333336
37_White_Bn,20,26,4,11,10,0.2,20,42.30769230769231
37_White_CW,26,33,6,13,10,0.2,20,39.39393939393939
37_White_Ce,18,20,4,5,10,0.2,20,25
37_White_Cn,29,34,6,7,10,0.2,20,20.58823529411765
37_White_ED,13,19,3,4,10,0.2,20,21.05263157894737
37_White_Fs,22,21,5,14,10,0.2,20,66.66666666666667
37_White_JK,25,24,5,4,10,0.2,20,16.666666666666668
37_White_Kr,29,17,6,6,10,0.2,20,35.294117647058826
37_White_ND,25,22,5,12,10,0.2,20,54.54545454545455
37_White_NG,21,25,5,10,10,0.2,20,40
37_White_Pn,12,17,3,4,10,0.2,20,23.529411764705884
37_White_WD,15,23,3,9,10,0.2,20,39.130434782608695
38_Maurer_A1,47,27,10,13,10,0.2,20,48.148148148148145
38_Maurer_A2,76,40,16,15,10,0.2,20,37.5
38_Maurer_A3,69,31,14,10,10,0.2,20,32.25806451612903
38_Maurer_A4,58,31,12,17,10,0.2,20,54.83870967741935
38_Maurer_R1,72,42,15,22,10,0.2,20,52.38095238095238
38_Maurer_R2,54,51,11,13,10,0.2,20,25.49019607843137
38_Maurer_R3,95,48,19,17,10,0.2,20,35.416666666666664
38_Maurer_R4,66,37,14,12,10,0.2,20,32.432432432432435
38_Maurer_U2,113,64,23,11,10,0.2,20,17.1875
38_Maurer_U3,92,49,19,10,10,0.2,20,20.408163265306122
39_Schweiger_I1_ruderal_1_2021,23,20,5,7,10,0.2,20,35
39_Schweiger_I2_semi.natural.grass_5_2021,18,27,4,7,10,0.2,20,25.925925925925927
39_Schweiger_I2_woodland.scrub_1_2021,23,22,5,8,10,0.2,20,36.36363636363637
39_Schweiger_I4_woodland.scrub_3_2021,22,21,5,2,10,0.2,20,9.523809523809524
39_Schweiger_R1_semi.natural.grass_4_2021,15,23,3,3,10,0.2,20,13.043478260869565
39_Schweiger_R4_semi.natural.grass_2_2021,11,25,3,8,10,0.2,20,32
40_Knight_Ghe_ari_2017,30,129,6,21,10,0.2,20,16.27906976744186
41_Knight_1 wooded meadow_2018,39,37,8,3,10,0.2,20,8.108108108108109
41_Knight_2 alvar pasture_2018,32,17,7,5,10,0.2,20,29.41176470588235
41_Knight_3 alvar pasture_2018,21,34,5,26,10,0.2,20,76.47058823529412
41_Knight_4 wooded meadow_2018,30,23,6,1,10,0.2,20,4.3478260869565215
41_Knight_5 wooded meadow_2018,27,47,6,19,10,0.2,20,40.42553191489362
41_Knight_6 alvar pasture_2018,37,23,8,5,10,0.2,20,21.73913043478261
42_Knight_M1Restored_2019,45,25,9,6,10,0.2,20,24
42_Knight_M2Natural_2019,31,19,7,7,10,0.2,20,36.8421052631579
42_Knight_M3Natural_2019,37,17,8,4,10,0.2,20,23.529411764705884
42_Knight_M4Restored_2019,33,19,7,0,10,0.2,20,0
42_Knight_M5Restored_2019,37,21,8,3,10,0.2,20,14.285714285714286
42_Knight_M6Natural_2019,47,35,10,2,10,0.2,20,5.714285714285714
42_Knight_M8Restored_2019,32,15,7,2,10,0.2,20,13.333333333333334
44_Knight_M11_2018,46,33,10,8,10,0.2,20,24.242424242424242
44_Knight_M12_2018,43,55,9,20,10,0.2,20,36.36363636363637
44_Knight_M13_2018,32,23,7,13,10,0.2,20,56.52173913043478
44_Knight_M15_2018,45,58,9,7,10,0.2,20,12.068965517241379
44_Knight_M16_2018,50,50,10,17,10,0.2,20,34
44_Knight_M17_2018,33,48,7,15,10,0.2,20,31.25
44_Knight_M18_2018,39,44,8,17,10,0.2,20,38.63636363636363
44_Knight_M1_2018,23,37,5,13,10,0.2,20,35.13513513513514
44_Knight_M3_2018,57,63,12,10,10,0.2,20,15.873015873015873
44_Knight_M4_2018,46,56,10,13,10,0.2,20,23.214285714285715
44_Knight_M6_2018,69,33,14,13,10,0.2,20,39.39393939393939
44_Knight_M8_2018,67,41,14,0,10,0.2,20,0
45_Knight_Hermanovice_meadow_2018,32,47,7,29,10,0.2,20,61.702127659574465
45_Knight_HorniGrunt_meadow_2018,26,38,6,8,10,0.2,20,21.05263157894737
45_Knight_Mnichov_meadow_2018,29,53,6,26,10,0.2,20,49.056603773584904
46_Knight_Gora_Gipsowa_2018,37,41,8,8,10,0.2,20,19.51219512195122
47_Benadi_1,81,190,17,34,10,0.2,20,17.894736842105264
47_Benadi_2,54,162,11,96,10,0.2,20,59.25925925925926
47_Benadi_3,67,150,14,20,10,0.2,20,13.333333333333334
47_Benadi_4,55,144,11,82,10,0.2,20,56.94444444444444
47_Benadi_5,68,131,14,31,10,0.2,20,23.66412213740458
47_Benadi_6,63,96,13,28,10,0.2,20,29.166666666666668
4_Marini_UNIPD01 A_2018,23,69,5,13,10,0.2,20,18.840579710144926
4_Marini_UNIPD01 An_2018,27,54,6,10,10,0.2,20,18.51851851851852
4_Marini_UNIPD01 B_2018,29,58,6,12,10,0.2,20,20.689655172413794
4_Marini_UNIPD01 Bn_2018,32,90,7,25,10,0.2,20,27.77777777777778
4_Marini_UNIPD01 C_2018,37,67,8,36,10,0.2,20,53.73134328358209
4_Marini_UNIPD01 Cn_2018,30,65,6,25,10,0.2,20,38.46153846153846
4_Marini_UNIPD01 E_2018,46,73,10,33,10,0.2,20,45.205479452054796
4_Marini_UNIPD01 En_2018,40,67,8,21,10,0.2,20,31.34328358208955
4_Marini_UNIPD01 F_2018,25,32,5,14,10,0.2,20,43.75
4_Marini_UNIPD01 Fn_2018,29,31,6,2,10,0.2,20,6.451612903225806
4_Marini_UNIPD01 G_2018,25,56,5,16,10,0.2,20,28.571428571428573
4_Marini_UNIPD01 Gn_2018,28,45,6,11,10,0.2,20,24.444444444444443
4_Marini_UNIPD01 H_2018,50,98,10,27,10,0.2,20,27.551020408163264
4_Marini_UNIPD01 Hn_2018,38,82,8,12,10,0.2,20,14.634146341463415
4_Marini_UNIPD01 I_2018,33,74,7,21,10,0.2,20,28.37837837837838
4_Marini_UNIPD01 In_2018,44,93,9,44,10,0.2,20,47.31182795698925
50_Hervias-Parejo_Cala Tirant_2021,18,77,4,53,10,0.2,20,68.83116883116882
50_Hervias-Parejo_Llucalari_2021,11,62,3,21,10,0.2,20,33.87096774193548
50_Hervias-Parejo_Sa Bassa_2021,15,81,3,33,10,0.2,20,40.74074074074074
50_Hervias-Parejo_Salinas_2021,27,95,6,25,10,0.2,20,26.31578947368421
50_Hervias-Parejo_Torre Fornells_2021,21,83,5,37,10,0.2,20,44.57831325301205
50_Hervias-Parejo_coast Son Bou_2021,10,46,2,9,10,0.2,20,19.565217391304348
51_Petanidou_Pyrgos_2013,39,66,8,8,10,0.2,20,12.121212121212121
51_Petanidou_Sigri 3_2012,28,51,6,8,10,0.2,20,15.686274509803921
54_Lazaro_AloeVera_2018_2018,11,60,3,54,10,0.2,20,90
54_Lazaro_SonBaco_2018_2018,14,73,3,6,10,0.2,20,8.219178082191782
54_Lazaro_SonMutNou_2018_2018,12,69,3,51,10,0.2,20,73.91304347826087
54_Lazaro_UIB_2018_2018,20,72,4,10,10,0.2,20,13.88888888888889
5_Marini_UNIPD02 AA_2019,24,24,5,11,10,0.2,20,45.833333333333336
5_Marini_UNIPD02 AB_2019,26,16,6,6,10,0.2,20,37.5
5_Marini_UNIPD02 AC_2019,31,23,7,11,10,0.2,20,47.82608695652174
